,token,Total0,Total1,Total2,Total3,Total4
3243,observing,0.0,1.0,0.0,0.0,0.0
3244,obstacles,0.0,1.0,0.0,0.0,0.0
3245,obstetricians,0.0,1.0,0.0,0.0,0.0
3246,obstetrics,0.0,5.0,0.0,0.0,0.0
3247,obtain,0.0,1.0,2.0,2.0,2.0
3248,obtained,0.0,1.0,0.0,0.0,0.0
3249,obtenga,0.0,1.0,0.0,0.0,0.0
3250,occasionally,0.0,0.0,1.0,1.0,1.0
3251,occur,0.0,1.0,0.0,0.0,0.0
3252,occurs,0.0,3.0,0.0,0.0,0.0
3253,ocean,0.0,1.0,0.0,0.0,0.0
3254,october,0.0,19.0,0.0,0.0,0.0
3255,odessa,0.0,2.0,0.0,0.0,0.0
3256,off,0.0,6.0,15.0,15.0,15.0
3257,offenders,0.0,0.0,1.0,1.0,1.0
3258,offer,0.0,8.0,2.0,2.0,2.0
3259,offered,0.0,6.0,3.0,3.0,3.0
3260,offering,0.0,4.0,0.0,0.0,0.0
3261,offerings,0.0,2.0,0.0,0.0,0.0
3262,offers,0.0,18.0,1.0,1.0,1.0
3263,office,0.0,3.0,11.0,11.0,11.0
3264,officeapplyaffiliate,0.0,0.0,1.0,1.0,1.0
3265,officeapplymanaging,0.0,0.0,1.0,1.0,1.0
3266,officeapplymarketing,0.0,0.0,1.0,1.0,1.0
3267,officedirect,0.0,0.0,1.0,1.0,1.0
3268,officehybriddirect,0.0,0.0,1.0,1.0,1.0
3269,officeoffice,0.0,0.0,1.0,1.0,1.0
3270,officer,0.0,6.0,11.0,11.0,11.0
3271,officeremoteoffice,0.0,0.0,1.0,1.0,1.0
3272,offices,0.0,7.0,1.0,2.0,2.0
3273,official,0.0,15.0,0.0,0.0,0.0
3274,officials,0.0,1.0,3.0,3.0,3.0
3275,offline,0.0,1.0,0.0,0.0,0.0
3276,offsetheight,0.0,1.0,0.0,0.0,0.0
3277,ofkuwaitkyrgyzstanlao,0.0,1.0,0.0,0.0,0.0
3278,ofpanamapapua,0.0,1.0,0.0,0.0,0.0
3279,ofrecen,0.0,1.0,0.0,0.0,0.0
3280,often,0.0,3.0,0.0,0.0,0.0
3281,ogletown,0.0,5.0,0.0,0.0,0.0
3282,ogwayo,0.0,2.0,0.0,0.0,0.0
3283,ohio,0.0,0.0,3.0,3.0,3.0
3284,ojeada,0.0,1.0,0.0,0.0,0.0
3285,old,0.0,3.0,4.0,4.0,4.0
3286,older,0.0,3.0,0.0,0.0,0.0
3287,oldest,0.0,1.0,0.0,0.0,0.0
3288,olives,0.0,1.0,0.0,0.0,0.0
3289,omar,0.0,1.0,0.0,0.0,0.0
3290,onboarding,0.0,1.0,0.0,0.0,0.0
3291,once,0.0,5.0,1.0,1.0,1.0
3292,oncologist,0.0,5.0,0.0,0.0,0.0
3293,oncology,0.0,9.0,0.0,0.0,0.0
3294,oncologybreast,0.0,1.0,0.0,0.0,0.0
3295,oncologycancer,0.0,3.0,0.0,0.0,0.0
3296,oncologyoncology,0.0,3.0,0.0,0.0,0.0
3297,oncologyradiation,0.0,3.0,0.0,0.0,0.0
3298,oncologythoracic,0.0,1.0,0.0,0.0,0.0
3299,one,0.0,52.0,6.0,10.0,10.0
3300,ones,0.0,6.0,0.0,0.0,0.0
3301,ongoing,0.0,2.0,0.0,0.0,0.0
3302,onions,0.0,1.0,0.0,0.0,0.0
3303,online,0.0,23.0,10.0,16.0,16.0
3304,onlineclear,0.0,1.0,0.0,0.0,0.0
3305,only,0.0,141.0,13.0,14.0,15.0
3306,onpolymerready,0.0,0.0,1.0,1.0,1.0
3307,onset,0.0,1.0,0.0,0.0,0.0
3308,onto,0.0,2.0,0.0,0.0,0.0
3309,opacity,0.0,0.0,22.0,22.0,22.0
3310,open,0.0,6.0,5.0,15.0,15.0
3311,opened,0.0,1.0,0.0,0.0,0.0
3312,openeffect,0.0,2.0,0.0,0.0,0.0
3313,opening,0.0,2.0,0.0,0.0,0.0
3314,openings,0.0,0.0,2.0,0.0,0.0
3315,openly,0.0,1.0,1.0,1.0,1.0
3316,opens,0.0,7.0,0.0,0.0,0.0
3317,operated,0.0,0.0,2.0,7.0,7.0
3318,operating,0.0,3.0,5.0,5.0,5.0
3319,operation,0.0,1.0,1.0,0.0,0.0
3320,operations,0.0,3.0,2.0,2.0,2.0
3321,opioid,0.0,2.0,0.0,0.0,0.0
3322,opportunities,0.0,6.0,1.0,1.0,1.0
3323,opportunity,0.0,1.0,0.0,1.0,1.0
3324,opposite,0.0,0.0,1.0,1.0,1.0
3325,opted,0.0,0.0,1.0,0.0,0.0
3326,optimal,0.0,3.0,0.0,0.0,0.0
3327,option,0.0,4.0,2.0,2.0,2.0
3328,optional,0.0,1.0,2.0,2.0,2.0
3329,options,0.0,5.0,1.0,7.0,7.0
3330,optionvalue,0.0,0.0,1.0,1.0,1.0
3331,oral,0.0,7.0,0.0,0.0,0.0
3332,orange,0.0,0.0,0.0,0.0,1.0
3333,order,0.0,6.0,0.0,0.0,0.0
3334,ordered,0.0,1.0,0.0,0.0,0.0
3335,orders,0.0,1.0,0.0,0.0,0.0
3336,org,0.0,1.0,0.0,0.0,0.0
3337,organization,0.0,6.0,3.0,3.0,3.0
3338,organizations,0.0,8.0,3.0,3.0,3.0
3339,organization’s,0.0,1.0,0.0,0.0,0.0
3340,organized,0.0,1.0,0.0,0.0,0.0
3341,organizing,0.0,0.0,1.0,0.0,0.0
3342,organs,0.0,1.0,0.0,0.0,0.0
3343,oriaku,0.0,0.0,1.0,0.0,0.0
3344,orientación,0.0,1.0,0.0,0.0,0.0
3345,orientation,0.0,2.0,2.0,4.0,4.0
3346,original,0.0,1.0,1.0,1.0,1.0
3347,orthopaedics,0.0,2.0,0.0,0.0,0.0
3348,orzo,0.0,1.0,0.0,0.0,0.0
3349,orâ,0.0,0.0,1.0,0.0,0.0
3350,osteoarthritis,0.0,1.0,0.0,0.0,0.0
3351,osteopathic,0.0,2.0,0.0,0.0,0.0
3352,ostomy,0.0,2.0,0.0,0.0,0.0
3353,other,0.0,84.0,12.0,16.0,17.0
3354,others,0.0,45.0,0.0,0.0,0.0
3355,otherwise,0.0,3.0,2.0,2.0,2.0
3356,otras,0.0,1.0,0.0,0.0,0.0
3357,our,0.0,292.0,63.0,72.0,74.0
3358,ourâ,0.0,0.0,1.0,0.0,0.0
3359,out,0.0,97.0,17.0,21.0,21.0
3360,outcome,0.0,1.0,0.0,0.0,0.0
3361,outcomes,0.0,8.0,0.0,0.0,0.0
3362,outlining,0.0,1.0,0.0,0.0,0.0
3363,outlying,0.0,1.0,0.0,0.0,0.0
3364,outpatient,0.0,38.0,0.0,0.0,0.0
3365,outrageously,0.0,2.0,0.0,0.0,0.0
3366,outreach,0.0,48.0,0.0,0.0,0.0
3367,outside,0.0,5.0,2.0,2.0,2.0
3368,outstanding,0.0,0.0,0.0,1.0,1.0
3369,ovaries,0.0,1.0,0.0,0.0,0.0
3370,oven,0.0,2.0,0.0,0.0,0.0
3371,over,0.0,8.0,4.0,4.0,4.0
3372,overall,0.0,30.0,0.0,0.0,0.0
3373,overcome,0.0,2.0,0.0,0.0,0.0
3374,overcoming,0.0,2.0,0.0,0.0,0.0
3375,overturning,0.0,0.0,1.0,1.0,1.0
3376,overview,0.0,1.0,3.0,6.0,6.0
3377,overweight,0.0,150.0,0.0,0.0,0.0
3378,own,0.0,13.0,4.0,6.0,6.0
3379,ownership,0.0,1.0,0.0,0.0,0.0
3380,oxygen,0.0,3.0,0.0,0.0,0.0
3381,pacemakers,0.0,1.0,0.0,0.0,0.0
3382,paciente,0.0,6.0,0.0,0.0,0.0
3383,pacientes,0.0,5.0,0.0,0.0,0.0
3384,pack,0.0,2.0,0.0,0.0,0.0
3385,packed,0.0,9.0,0.0,0.0,0.0
3386,pad,0.0,3.0,2.0,2.0,2.0
3387,padding,0.0,1.0,0.0,0.0,0.0
3388,pagar,0.0,3.0,0.0,0.0,0.0
3389,page,0.0,53.0,8.0,7.0,7.0
3390,page's,0.0,1.0,0.0,0.0,0.0
3391,pageheight,0.0,1.0,0.0,0.0,0.0
3392,pagejobs,0.0,0.0,1.0,1.0,1.0
3393,pageprint,0.0,1.0,0.0,0.0,0.0
3394,pages,0.0,6.0,3.0,3.0,3.0
3395,pain,0.0,11.0,0.0,0.0,0.0
3396,pair,0.0,1.0,0.0,0.0,0.0
3397,paired,0.0,1.0,0.0,0.0,0.0
3398,palliative,0.0,3.0,0.0,0.0,0.0
3399,pan,0.0,3.0,0.0,0.0,0.0
3400,pancreas,0.0,1.0,0.0,0.0,0.0
3401,pandemia,0.0,2.0,0.0,0.0,0.0
3402,pandemic,0.0,2.0,0.0,0.0,0.0
3403,pantry,0.0,3.0,0.0,0.0,0.0
3404,pap,0.0,1.0,0.0,0.0,0.0
3405,para,0.0,19.0,0.0,0.0,0.0
3406,paragard,0.0,0.0,1.0,1.0,1.0
3407,paragraph,0.0,0.0,1.0,1.0,1.0
3408,parameter,0.0,1.0,1.0,1.0,1.0
3409,parameters,0.0,0.0,1.0,0.0,0.0
3410,parent,0.0,65.0,6.0,6.0,6.0
3411,parent's,0.0,0.0,1.0,1.0,1.0
3412,parenthood,0.0,0.0,239.0,266.0,266.0
3413,parenthtml,0.0,93.0,0.0,0.0,0.0
3414,parents,0.0,3.0,2.0,4.0,4.0
3415,parking,0.0,0.0,0.0,1.0,1.0
3416,parm,0.0,1.0,0.0,0.0,0.0
3417,parmesan,0.0,1.0,0.0,0.0,0.0
3418,parse,0.0,1.0,0.0,0.0,0.0
3419,parser,0.0,1.0,0.0,0.0,0.0
3420,part,0.0,49.0,0.0,0.0,0.0
3421,participate,0.0,1.0,10.0,10.0,10.0
3422,participated,0.0,1.0,0.0,0.0,0.0
3423,participating,0.0,3.0,0.0,0.0,0.0
3424,participation,0.0,1.0,0.0,0.0,0.0
3425,particular,0.0,1.0,0.0,0.0,0.0
3426,partido,0.0,1.0,0.0,0.0,0.0
3427,parties,0.0,4.0,0.0,0.0,0.0
3428,parties’,0.0,1.0,0.0,0.0,0.0
3429,partner,0.0,4.0,3.0,3.0,3.0
3430,partnered,0.0,2.0,0.0,0.0,0.0
3431,partners,0.0,5.0,0.0,0.0,0.0
3432,partnership,0.0,2.0,0.0,0.0,0.0
3433,partnerships,0.0,1.0,0.0,0.0,0.0
3434,parts,0.0,2.0,0.0,0.0,0.0
3435,pas,0.0,2.0,0.0,0.0,0.0
3436,pass,0.0,1.0,1.0,1.0,1.0
3437,passer,0.0,2.0,0.0,0.0,0.0
3438,passion,0.0,1.0,0.0,0.0,0.0
3439,passionately,0.0,0.0,1.0,1.0,1.0
3440,passive,0.0,1.0,0.0,0.0,0.0
3441,passwords,0.0,0.0,1.0,1.0,1.0
3442,past,0.0,5.0,0.0,0.0,0.0
3443,pasta,0.0,5.0,0.0,0.0,0.0
3444,pastoral,0.0,1.0,0.0,0.0,0.0
3445,path,0.0,2.0,13.0,13.0,13.0
3446,pathname,0.0,4.0,0.0,0.0,0.0
3447,pathologies,0.0,2.0,0.0,0.0,0.0
3448,pathway,0.0,4.0,0.0,0.0,0.0
3449,pathways,0.0,3.0,0.0,0.0,0.0
3450,patience,0.0,1.0,0.0,1.0,1.0
3451,patient,0.0,491.0,0.0,1.0,1.0
3452,patientpatient,0.0,1.0,0.0,0.0,0.0
3453,patients,0.0,74.0,1.0,4.0,4.0
3454,patientsclear,0.0,1.0,0.0,0.0,0.0
3455,patients’,0.0,1.0,0.0,0.0,0.0
3456,patient’s,0.0,2.0,0.0,0.0,0.0
3457,patrick,0.0,1.0,0.0,0.0,0.0
3458,pautas,0.0,2.0,0.0,0.0,0.0
3459,pavilion,0.0,4.0,0.0,0.0,0.0
3460,paws,0.0,1.0,0.0,0.0,0.0
3461,pay,0.0,61.0,0.0,3.0,3.0
3462,paying,0.0,4.0,1.0,0.0,0.0
3463,payload,0.0,0.0,2.0,2.0,2.0
3464,payment,0.0,0.0,5.0,7.0,7.0
3465,paymentmethod,0.0,0.0,1.0,1.0,1.0
3466,payments,0.0,0.0,0.0,2.0,2.0
3467,pea,0.0,1.0,0.0,0.0,0.0
3468,peace,0.0,2.0,0.0,0.0,0.0
3469,peach,0.0,3.0,0.0,0.0,0.0
3470,peaches,0.0,3.0,0.0,0.0,0.0
3471,peak,0.0,1.0,0.0,0.0,0.0
3472,peanut,0.0,2.0,0.0,0.0,0.0
3473,peas,0.0,7.0,0.0,0.0,0.0
3474,pediatric,0.0,10.0,0.0,0.0,0.0
3475,pediatricians,0.0,2.0,0.0,0.0,0.0
3476,pediatrics,0.0,55.0,0.0,0.0,0.0
3477,peer,0.0,1.0,0.0,0.0,0.0
3478,peers,0.0,1.0,0.0,0.0,0.0
3479,pelvic,0.0,5.0,0.0,0.0,0.0
3480,pelvis,0.0,1.0,0.0,0.0,0.0
3481,pennsylvania,0.0,11.0,0.0,0.0,0.0
3482,people,0.0,19.0,10.0,10.0,10.0
3483,people's,0.0,2.0,0.0,0.0,0.0
3484,people’s,0.0,1.0,0.0,0.0,0.0
3485,pepper,0.0,1.0,0.0,0.0,0.0
3486,peppery,0.0,1.0,0.0,0.0,0.0
3487,per,0.0,34.0,0.0,0.0,0.0
3488,percent,0.0,3.0,0.0,0.0,0.0
3489,percentage,0.0,0.0,1.0,1.0,1.0
3490,percutaneous,0.0,1.0,0.0,0.0,0.0
3491,perfect,0.0,8.0,0.0,0.0,0.0
3492,perfectly,0.0,1.0,0.0,0.0,0.0
3493,perform,0.0,9.0,0.0,0.0,0.0
3494,performance,0.0,6.0,0.0,0.0,0.0
3495,performed,0.0,4.0,0.0,0.0,0.0
3496,performing,0.0,1.0,0.0,0.0,0.0
3497,performs,0.0,1.0,0.0,0.0,0.0
3498,period,0.0,0.0,4.0,5.0,5.0
3499,periodically,0.0,1.0,0.0,0.0,0.0
3500,peripheral,0.0,8.0,0.0,0.0,0.0
3501,peritoneum,0.0,1.0,0.0,0.0,0.0
3502,perks,0.0,0.0,1.0,1.0,1.0
3503,permission,0.0,4.0,4.0,4.0,4.0
3504,permissions,0.0,1.0,0.0,0.0,0.0
3505,permitted,0.0,2.0,0.0,0.0,0.0
3506,perryville,0.0,1.0,0.0,0.0,0.0
3507,person,0.0,3.0,0.0,0.0,0.0
3508,personal,0.0,37.0,3.0,3.0,3.0
3509,personalized,0.0,6.0,0.0,0.0,0.0
3510,personally,0.0,2.0,0.0,0.0,0.0
3511,pescado,0.0,3.0,0.0,0.0,0.0
3512,pesto,0.0,1.0,0.0,0.0,0.0
3513,pfcustomcss,0.0,10.0,0.0,0.0,0.0
3514,pfdisableclicktodel,0.0,10.0,0.0,0.0,0.0
3515,pfdisableemail,0.0,10.0,0.0,0.0,0.0
3516,pfdisablepdf,0.0,10.0,0.0,0.0,0.0
3517,pfdisableprint,0.0,10.0,0.0,0.0,0.0
3518,pfheaderimgurl,0.0,10.0,0.0,0.0,0.0
3519,pfheadertagline,0.0,10.0,0.0,0.0,0.0
3520,pfhideimages,0.0,10.0,0.0,0.0,0.0
3521,pfimagedisplaystyle,0.0,10.0,0.0,0.0,0.0
3522,pharmacists,0.0,1.0,0.0,0.0,0.0
3523,pharmacy,0.0,5.0,0.0,0.0,0.0
3524,phase,0.0,1.0,0.0,0.0,0.0
3525,phased,0.0,2.0,0.0,0.0,0.0
3526,philadelphia,0.0,3.0,0.0,0.0,0.0
3527,phone,0.0,226.0,1.0,0.0,0.0
3528,phoneaddress,0.0,1.0,0.0,0.0,0.0
3529,photo,0.0,0.0,0.0,1.0,1.0
3530,photos,0.0,0.0,2.0,2.0,2.0
3531,physical,0.0,41.0,6.0,7.0,7.0
3532,physician,0.0,76.0,0.0,0.0,0.0
3533,physicians,0.0,43.0,0.0,0.0,0.0
3534,picada,0.0,1.0,0.0,0.0,0.0
3535,picc,0.0,2.0,0.0,0.0,0.0
3536,pick,0.0,2.0,0.0,0.0,0.0
3537,picnic,0.0,4.0,0.0,0.0,0.0
3538,picnics,0.0,1.0,0.0,0.0,0.0
3539,pictures,0.0,1.0,0.0,0.0,0.0
3540,pieces,0.0,1.0,0.0,0.0,0.0
3541,pierre,0.0,1.0,0.0,0.0,0.0
3542,pike,0.0,1.0,0.0,0.0,0.0
3543,pill,0.0,0.0,9.0,7.0,7.0
3544,pills,0.0,0.0,1.0,0.0,0.0
3545,pilot,0.0,2.0,0.0,0.0,0.0
3546,pimientos,0.0,1.0,0.0,0.0,0.0
3547,pin,0.0,0.0,2.0,2.0,2.0
3548,pineapple,0.0,1.0,0.0,0.0,0.0
3549,pink,0.0,0.0,3.0,3.0,3.0
3550,pinkeye,0.0,1.0,0.0,0.0,0.0
3551,pinshats,0.0,0.0,1.0,1.0,1.0
3552,pinterest,0.0,44.0,0.0,0.0,0.0
3553,pioneering,0.0,1.0,0.0,0.0,0.0
3554,piping,0.0,1.0,0.0,0.0,0.0
3555,pizza,0.0,4.0,0.0,0.0,0.0
3556,place,0.0,19.0,0.0,1.0,1.0
3557,placed,0.0,1.0,1.0,1.0,1.0
3558,placement,0.0,1.0,0.0,0.0,0.0
3559,plain,0.0,1.0,0.0,0.0,0.0
3560,plains,0.0,0.0,5.0,5.0,5.0
3561,plan,0.0,8.0,0.0,0.0,0.0
3562,planned,0.0,0.0,240.0,266.0,266.0
3563,planning,0.0,6.0,0.0,1.0,1.0
3564,plans,0.0,2.0,0.0,2.0,2.0
3565,plaque,0.0,1.0,0.0,0.0,0.0
3566,plate,0.0,1.0,0.0,0.0,0.0
3567,platelets,0.0,1.0,0.0,0.0,0.0
3568,platform,0.0,1.0,0.0,0.0,0.0
3569,platforms,0.0,4.0,0.0,0.0,0.0
3570,play,0.0,6.0,0.0,0.0,0.0
3571,playback,0.0,0.0,2.0,2.0,2.0
3572,player,0.0,0.0,2.0,0.0,0.0
3573,plazawilmington,0.0,3.0,0.0,0.0,0.0
3574,please,0.0,56.0,18.0,34.0,36.0
3575,pleased,0.0,1.0,0.0,0.0,0.0
3576,plenty,0.0,62.0,0.0,0.0,0.0
3577,plex,0.0,1.0,0.0,0.0,0.0
3578,plugin,0.0,0.0,1.0,0.0,0.0
3579,plus,0.0,0.0,1.0,1.0,1.0
3580,poblano,0.0,1.0,0.0,0.0,0.0
3581,pocket,0.0,0.0,0.0,1.0,1.0
3582,podiatric,0.0,4.0,0.0,0.0,0.0
3583,podría,0.0,0.0,1.0,1.0,1.0
3584,point,0.0,63.0,1.0,1.0,1.0
3585,points,0.0,1.0,0.0,0.0,0.0
3586,poke,0.0,3.0,0.0,0.0,0.0
3587,policies,0.0,3.0,1.0,3.0,3.0
3588,policy,0.0,13.0,16.0,19.0,19.0
3589,policyapplypolicy,0.0,0.0,1.0,1.0,1.0
3590,policyhybridplanned,0.0,0.0,1.0,1.0,1.0
3591,policyprivacy,0.0,0.0,1.0,1.0,1.0
3592,policyterms,0.0,0.0,2.0,2.0,2.0
3593,policywork,0.0,0.0,1.0,1.0,1.0
3594,political,0.0,0.0,3.0,3.0,3.0
3595,politicians’,0.0,0.0,1.0,1.0,1.0
3596,polynesiafrench,0.0,1.0,0.0,0.0,0.0
3597,pont,0.0,2.0,0.0,0.0,0.0
3598,pop,0.0,1.0,0.0,0.0,0.0
3599,popsicle,0.0,1.0,0.0,0.0,0.0
3600,popsicles,0.0,1.0,0.0,0.0,0.0
3601,populate,0.0,1.0,2.0,2.0,2.0
3602,populated,0.0,0.0,1.0,1.0,1.0
3603,populates,0.0,0.0,3.0,5.0,5.0
3604,population,0.0,4.0,0.0,0.0,0.0
3605,populations,0.0,1.0,0.0,0.0,0.0
3606,popup,0.0,1.0,0.0,0.0,0.0
3607,popupelement,0.0,1.0,0.0,0.0,0.0
3608,popupheight,0.0,2.0,0.0,0.0,0.0
3609,popups,0.0,2.0,0.0,0.0,0.0
3610,por,0.0,4.0,1.0,1.0,1.0
3611,pork,0.0,11.0,0.0,0.0,0.0
3612,portability,0.0,2.0,0.0,0.0,0.0
3613,portable,0.0,1.0,0.0,0.0,0.0
3614,portal,0.0,135.0,0.0,0.0,0.0
3615,portales,0.0,2.0,0.0,0.0,0.0
3616,portals,0.0,1.0,0.0,0.0,0.0
3617,portalshospitals,0.0,1.0,0.0,0.0,0.0
3618,portalssmoking,0.0,1.0,0.0,0.0,0.0
3619,portalsspouse,0.0,1.0,0.0,0.0,0.0
3620,portions,0.0,1.0,0.0,0.0,0.0
3621,portobello,0.0,4.0,0.0,0.0,0.0
3622,positive,0.0,2.0,0.0,0.0,0.0
3623,possibility,0.0,1.0,0.0,0.0,0.0
3624,possible,0.0,62.0,0.0,0.0,0.0
3625,post,0.0,6.0,3.0,3.0,3.0
3626,postal,0.0,2.0,2.0,2.0,2.0
3627,postdata,0.0,0.0,2.0,2.0,2.0
3628,posted,0.0,1.0,0.0,0.0,0.0
3629,postgraduate,0.0,1.0,0.0,0.0,0.0
3630,posting,0.0,2.0,0.0,0.0,0.0
3631,postpartum,0.0,1.0,0.0,0.0,0.0
3632,postrender,0.0,0.0,2.0,2.0,2.0
3633,posts,0.0,0.0,2.0,2.0,2.0
3634,pot,0.0,5.0,0.0,0.0,0.0
3635,potassium,0.0,1.0,0.0,0.0,0.0
3636,potato,0.0,1.0,0.0,0.0,0.0
3637,potatoes,0.0,1.0,0.0,0.0,0.0
3638,potential,0.0,1.0,0.0,0.0,0.0
3639,potentially,0.0,2.0,0.0,0.0,0.0
3640,potluck,0.0,1.0,0.0,0.0,0.0
3641,pounds,0.0,120.0,0.0,0.0,0.0
3642,pour,0.0,1.0,0.0,0.0,0.0
3643,powder,0.0,2.0,0.0,0.0,0.0
3644,powder’s,0.0,1.0,0.0,0.0,0.0
3645,power,0.0,5.0,2.0,0.0,0.0
3646,powerchart,0.0,41.0,0.0,0.0,0.0
3647,powered,0.0,0.0,2.0,1.0,1.0
3648,powering,0.0,1.0,0.0,0.0,0.0
3649,ppde,0.0,0.0,0.0,3.0,3.0
3650,ppdelaware,0.0,0.0,0.0,1.0,1.0
3651,ppe,0.0,1.0,0.0,0.0,0.0
3652,ppfa,0.0,0.0,8.0,8.0,8.0
3653,practice,0.0,58.0,0.0,0.0,0.0
3654,practices,0.0,6.0,0.0,1.0,1.0
3655,practitioner,0.0,2.0,0.0,0.0,0.0
3656,pre,0.0,0.0,2.0,2.0,2.0
3657,preceptors,0.0,1.0,0.0,0.0,0.0
3658,precooked,0.0,1.0,0.0,0.0,0.0
3659,predictions,0.0,0.0,2.0,2.0,2.0
3660,preferences,0.0,1.0,0.0,0.0,0.0
3661,preferred,0.0,1.0,2.0,2.0,2.0
3662,prefix,0.0,2.0,0.0,0.0,0.0
3663,pregnancy,0.0,2.0,6.0,10.0,10.0
3664,pregnant,0.0,0.0,6.0,7.0,7.0
3665,premium,0.0,0.0,1.0,1.0,1.0
3666,prendre,0.0,2.0,0.0,0.0,0.0
3667,prep,0.0,2.0,0.0,0.0,0.0
3668,preparado,0.0,1.0,0.0,0.0,0.0
3669,preparation,0.0,1.0,0.0,0.0,0.0
3670,preparations,0.0,0.0,1.0,1.0,1.0
3671,prepare,0.0,6.0,0.0,0.0,0.0
3672,prepared,0.0,2.0,0.0,0.0,0.0
3673,prepares,0.0,1.0,0.0,0.0,0.0
3674,preparing,0.0,3.0,0.0,0.0,0.0
3675,prescription,0.0,2.0,0.0,1.0,1.0
3676,prescriptions,0.0,0.0,0.0,1.0,1.0
3677,presence,0.0,1.0,0.0,0.0,0.0
3678,present,0.0,62.0,0.0,0.0,0.0
3679,preservation,0.0,4.0,0.0,0.0,0.0
3680,president,0.0,7.0,4.0,4.0,4.0
3681,press,0.0,41.0,1.0,2.0,2.0
3682,pressing,0.0,1.0,0.0,0.0,0.0
3683,pressroom,0.0,0.0,1.0,1.0,1.0
3684,pressure,0.0,15.0,0.0,0.0,0.0
3685,preterm,0.0,1.0,0.0,0.0,0.0
3686,pretty,0.0,0.0,3.0,3.0,3.0
3687,prev,0.0,2.0,0.0,0.0,0.0
3688,prevent,0.0,18.0,7.0,7.0,7.0
3689,preventable,0.0,1.0,0.0,0.0,0.0
3690,preventing,0.0,4.0,1.0,1.0,1.0
3691,prevention,0.0,10.0,0.0,0.0,0.0
3692,preventionwellness,0.0,1.0,0.0,0.0,0.0
3693,preventive,0.0,38.0,0.0,0.0,0.0
3694,prevents,0.0,0.0,0.0,1.0,1.0
3695,preview,0.0,0.0,3.0,3.0,3.0
3696,previous,0.0,2.0,1.0,1.0,1.0
3697,previousheight,0.0,1.0,0.0,0.0,0.0
3698,price,0.0,30.0,0.0,0.0,0.0
3699,pricing,0.0,0.0,4.0,1.0,1.0
3700,pride,0.0,1.0,0.0,0.0,0.0
3701,primaria,0.0,2.0,0.0,0.0,0.0
3702,primarily,0.0,0.0,4.0,4.0,4.0
3703,primary,0.0,87.0,1.0,3.0,3.0
3704,primer,0.0,1.0,0.0,0.0,0.0
3705,principesaudi,0.0,1.0,0.0,0.0,0.0
3706,print,0.0,7.0,3.0,3.0,3.0
3707,prior,0.0,5.0,0.0,1.0,1.0
3708,prioritize,0.0,1.0,0.0,0.0,0.0
3709,priority,0.0,9.0,0.0,1.0,1.0
3710,priorityfollow,0.0,3.0,0.0,0.0,0.0
3711,prioritytechnology,0.0,1.0,0.0,0.0,0.0
3712,privacidad,0.0,1.0,0.0,0.0,0.0
3713,privacy,0.0,158.0,10.0,14.0,14.0
3714,privacynondiscrimination,0.0,1.0,0.0,0.0,0.0
3715,private,0.0,35.0,1.0,4.0,4.0
3716,privately,0.0,0.0,1.0,1.0,1.0
3717,pro,0.0,1.0,0.0,0.0,0.0
3718,problem,0.0,62.0,2.0,4.0,4.0
3719,problems,0.0,125.0,0.0,0.0,0.0
3720,procedure,0.0,6.0,0.0,0.0,0.0
3721,procedures,0.0,10.0,0.0,0.0,0.0
3722,procedures—including,0.0,1.0,0.0,0.0,0.0
3723,procedure—that,0.0,1.0,0.0,0.0,0.0
3724,process,0.0,6.0,0.0,0.0,0.0
3725,processed,0.0,1.0,0.0,0.0,0.0
3726,processing,0.0,0.0,1.0,1.0,1.0
3727,produce,0.0,1.0,0.0,0.0,0.0
3728,produced,0.0,1.0,0.0,0.0,0.0
3729,product,0.0,2.0,0.0,0.0,0.0
3730,productos,0.0,1.0,0.0,0.0,0.0
3731,products,0.0,1.0,10.0,10.0,10.0
3732,profane,0.0,1.0,0.0,0.0,0.0
3733,profanity,0.0,0.0,1.0,1.0,1.0
3734,profesionales,0.0,2.0,0.0,0.0,0.0
3735,professional,0.0,32.0,0.0,0.0,0.0
3736,professionals,0.0,69.0,0.0,0.0,0.0
3737,professionalscareersfind,0.0,1.0,0.0,0.0,0.0
3738,profile,0.0,1.0,1.0,1.0,1.0
3739,profit,0.0,2.0,0.0,0.0,0.0
3740,progenitor,0.0,1.0,0.0,0.0,0.0
3741,program,0.0,163.0,1.0,2.0,2.0
3742,programar,0.0,2.0,0.0,0.0,0.0
3743,programarrhythmia,0.0,4.0,0.0,0.0,0.0
3744,programbreast,0.0,2.0,0.0,0.0,0.0
3745,programcancer,0.0,1.0,0.0,0.0,0.0
3746,programe,0.0,2.0,0.0,0.0,0.0
3747,programheart,0.0,4.0,0.0,0.0,0.0
3748,programhelen,0.0,2.0,0.0,0.0,0.0
3749,programimplementation,0.0,1.0,0.0,0.0,0.0
3750,programmi,0.0,1.0,0.0,0.0,0.0
3751,programs,0.0,46.0,1.0,1.0,1.0
3752,programsemergency,0.0,2.0,0.0,0.0,0.0
3753,programsprostate,0.0,2.0,0.0,0.0,0.0
3754,programstructural,0.0,4.0,0.0,0.0,0.0
3755,programuterine,0.0,4.0,0.0,0.0,0.0
3756,programwellness,0.0,1.0,0.0,0.0,0.0
3757,progress,0.0,3.0,0.0,0.0,0.0
3758,progressive,0.0,3.0,0.0,0.0,0.0
